ScorelineID,TeamID,DefOp,WeekID,SeasonID,PComp,PAtt,PYds,PTds,Ints,Sack,SYds,Qbr,RYds,RTds,Long,Fumb,FumL,DefTD,Saf,Gefu,Gwd,Bnch,PComPct,NetPYds,TTds,ZPComp,ZPYds,ZTTds,ZTTos,ZInts,ZFumb,ZRYds,ZDefTD,ZSaf,ZGefu,ZGwd,ZBnch,ZOver25,ZFinal,POS,NEG
202505HOU,HOU,BAL,5,2025,25,31,267,4,0,2,-17,91.87,33,0,47,0,0,0,0,0,0,0,80.65,250,4,0,0,-10,0,0,0,0,0,0,0,0,0,0,-10,0,-10
202505BAL,BAL,HOU,5,2025,14,20,179,0,3,1,-16,29.4,0,0,56,0,0,0,0,0,0,0,70,163,0,0,6,10,12,15,0,0,0,0,0,0,0,0,43,43,0
202505TB,TB,SEA,5,2025,29,33,379,2,0,1,-9,90.7,15,0,57,0,0,0,0,0,0.5,0,87.88,370,2,0,-9,0,0,0,0,0,0,0,0,-6,0,0,-15,0,-15
202505SEA,SEA,TB,5,2025,28,34,341,4,1,0,0,95.8,0,0,53,0,0,0,0,0,0,0,82.35,341,4,0,-6,-10,0,5,0,0,0,0,0,0,0,0,-11,5,-16
202505TEN,TEN,ARI,5,2025,21,39,265,0,1,2,-16,37.1,-6,0,47,0,0,0,0,0,0.5,0,53.85,249,0,0,0,10,0,5,0,0,0,0,0,-6,0,0,9,15,-6
202505ARI,ARI,TEN,5,2025,23,32,220,0,0,3,-28,52.84,25,1,43,1,1,0,0,0,0,0,71.88,192,1,0,6,0,0,0,4,0,0,0,0,0,0,0,10,10,0
202505LV,LV,IND,5,2025,25,36,228,0,2,4,-38,19.1,8,0,33,0,0,0,0,0,0,0,69.44,190,0,0,6,10,0,10,0,0,0,0,0,0,0,0,26,26,0
202505IND,IND,LV,5,2025,21,31,221,2,0,0,0,74.49,2,0,35,1,0,0,0,0,0,0,67.74,221,2,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0
202505NE,NE,BUF,5,2025,22,30,273,0,0,4,-6,64.2,12,0,32,0,0,0,0,0,0.5,0,73.33,267,0,0,0,10,0,0,0,0,0,0,0,-6,0,0,4,10,-6
202505BUF,BUF,NE,5,2025,22,31,253,2,1,1,-8,50.4,53,0,23,1,1,0,0,0,0,0,70.97,245,2,0,0,0,0,5,4,0,0,0,0,0,0,10,19,19,0
202505MIA,MIA,CAR,5,2025,27,36,256,3,0,3,-27,80.4,5,0,46,0,0,0,0,0,0,0,75,229,3,0,0,-5,0,0,0,0,0,0,0,0,0,0,-5,0,-5
202505CAR,CAR,MIA,5,2025,19,30,198,2,1,3,-19,38.2,1,0,29,1,1,0,0,0,1,0,63.33,179,2,0,6,0,0,5,4,0,0,0,0,-12,0,0,3,15,-12
202505DET,DET,CIN,5,2025,19,23,258,3,0,4,-14,73.8,-2,0,39,1,1,0,0,0,0,0,82.61,244,3,0,0,-5,0,0,4,0,0,0,0,0,0,0,-1,4,-5
202505CIN,CIN,DET,5,2025,26,40,251,3,3,2,-14,22,31,0,64,1,0,0,1,0,0,0,65,237,3,0,0,-5,12,15,4,0,0,15,0,0,0,0,41,46,-5
202505WSH,WSH,LAC,5,2025,15,26,231,1,0,1,-5,71.8,39,0,50,0,0,0,0,0,0,0,57.69,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202505LAC,LAC,WSH,5,2025,25,33,210,1,1,5,-29,58.35,71,0,29,0,0,0,0,0,0,1,75.76,181,1,0,6,0,0,5,0,0,0,0,0,0,35,0,46,46,0
202505MIN,MIN,CLE,5,2025,25,34,236,1,0,3,-16,45.9,13,0,38,0,0,0,0,0,1,0,73.53,220,1,0,0,0,0,0,0,0,0,0,0,-12,0,0,-12,0,-12
202505CLE,CLE,MIN,5,2025,19,33,190,2,0,2,-8,39,5,0,22,0,0,0,0,0,0,0,57.58,182,2,0,6,0,0,0,0,0,0,0,0,0,0,10,16,16,0
